<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.19	03:30:00	1.30375	1.30389	1.30327	1.30360	951	0	0
2023.07.19	04:00:00	1.30362	1.30387	1.30251	1.30251	1193	0	0
2023.07.19	04:30:00	1.30253	1.30333	1.30253	1.30292	1528	0	0
2023.07.19	05:00:00	1.30293	1.30295	1.30127	1.30166	1385	0	0
2023.07.19	05:30:00	1.30166	1.30210	1.30153	1.30186	1046	0	0
2023.07.19	06:00:00	1.30185	1.30213	1.30165	1.30197	950	0	0
2023.07.19	06:30:00	1.30197	1.30248	1.30195	1.30225	897	0	0
2023.07.19	07:00:00	1.30225	1.30233	1.30164	1.30197	1357	0	0
2023.07.19	07:30:00	1.30197	1.30199	1.30135	1.30164	718	0	0
2023.07.19	08:00:00	1.30164	1.30216	1.30143	1.30208	1005	0	0
2023.07.19	08:30:00	1.30208	1.30297	1.30202	1.30280	1402	0	0
2023.07.19	09:00:00	1.30334	1.30348	1.29318	1.29487	3855	0	0
2023.07.19	09:30:00	1.29491	1.29637	1.29304	1.29629	2879	0	0
2023.07.19	10:00:00	1.29627	1.29727	1.29404	1.29568	2829	0	0
2023.07.19	10:30:00	1.29567	1.29610	1.29387	1.29483	2353	0	0
2023.07.19	11:00:00	1.29482	1.29620	1.29386	1.29387	2143	0	0
2023.07.19	11:30:00	1.29386	1.29420	1.29230	1.29327	2171	0	0
2023.07.19	12:00:00	1.29327	1.29520	1.29251	1.29519	2182	0	0
2023.07.19	12:30:00	1.29518	1.29568	1.29416	1.29478	1893	0	0
2023.07.19	13:00:00	1.29478	1.29478	1.29225	1.29326	1576	0	0
2023.07.19	13:30:00	1.29325	1.29378	1.29170	1.29170	1537	0	0
2023.07.19	14:00:00	1.29168	1.29207	1.29089	1.29097	1702	0	0
2023.07.19	14:30:00	1.29103	1.29170	1.28972	1.28975	2031	0	0
2023.07.19	15:00:00	1.28977	1.29176	1.28975	1.29065	2186	0	0
2023.07.19	15:30:00	1.29064	1.29180	1.29054	1.29158	2333	0	0
2023.07.19	16:00:00	1.29159	1.29202	1.29007	1.29008	2007	0	0
2023.07.19	16:30:00	1.29006	1.29119	1.28901	1.29020	2806	0	0
2023.07.19	17:00:00	1.29018	1.29057	1.28767	1.28842	2888	0	0
2023.07.19	17:30:00	1.28840	1.28884	1.28675	1.28869	3177	0	0
2023.07.19	18:00:00	1.28872	1.28994	1.28842	1.28912	2523	0	0
2023.07.19	18:30:00	1.28910	1.29022	1.28820	1.28960	1857	0	0
2023.07.19	19:00:00	1.28963	1.29049	1.28926	1.28932	1764	0	0
2023.07.19	19:30:00	1.28932	1.29128	1.28931	1.29087	1251	0	0
2023.07.19	20:00:00	1.29086	1.29177	1.29060	1.29159	1240	0	0
2023.07.19	20:30:00	1.29158	1.29263	1.29136	1.29249	1183	0	0
2023.07.19	21:00:00	1.29249	1.29257	1.29188	1.29222	927	0	0
2023.07.19	21:30:00	1.29220	1.29293	1.29191	1.29293	816	0	0
2023.07.19	22:00:00	1.29293	1.29319	1.29244	1.29304	955	0	0
2023.07.19	22:30:00	1.29304	1.29373	1.29280	1.29364	918	0	0
2023.07.19	23:00:00	1.29369	1.29403	1.29344	1.29370	639	0	0
2023.07.19	23:30:00	1.29370	1.29404	1.29365	1.29397	463	0	0
2023.07.20	00:00:00	1.29357	1.29389	1.29264	1.29378	379	0	1
2023.07.20	00:30:00	1.29381	1.29390	1.29347	1.29372	323	0	1
2023.07.20	01:00:00	1.29351	1.29384	1.29339	1.29350	514	0	0
2023.07.20	01:30:00	1.29352	1.29367	1.29329	1.29366	378	0	0
2023.07.20	02:00:00	1.29366	1.29366	1.29331	1.29363	365	0	0
2023.07.20	02:30:00	1.29363	1.29374	1.29352	1.29374	328	0	0
2023.07.20	03:00:00	1.29374	1.29387	1.29339	1.29370	1033	0	0
2023.07.20	03:30:00	1.29371	1.29477	1.29362	1.29466	1115	0	0
2023.07.20	04:00:00	1.29466	1.29598	1.29440	1.29558	1215	0	0
2023.07.20	04:30:00	1.29559	1.29648	1.29554	1.29588	2263	0	0
2023.07.20	05:00:00	1.29594	1.29623	1.29559	1.29600	1401	0	0
2023.07.20	05:30:00	1.29596	1.29614	1.29515	1.29586	1216	0	0
2023.07.20	06:00:00	1.29588	1.29590	1.29505	1.29532	1508	0	0
